Code,ID
1,0
0,0
2,0
4,0
8,0
16,0
32,0
64,0
128,0
6,7
15,7
14,7
5,7
13,7
3,7
11,7
7,7
23,7
39,7
71,7
135,7
29,7
28,7
12,7
30,7
10,7
26,7
22,7
46,7
78,7
142,7
57,7
56,7
58,7
24,7
60,7
20,7
52,7
44,7
92,7
156,7
113,7
112,7
114,7
116,7
48,7
120,7
40,7
104,7
88,7
184,7
225,7
224,7
226,7
228,7
232,7
96,7
240,7
80,7
208,7
176,7
193,7
192,7
194,7
196,7
200,7
160,7
131,7
130,7
195,7
129,7
197,7
133,7
201,7
137,7
209,7
145,7
161,7
65,7
139,7
147,7
19,7
163,7
35,7
67,7
62,63
127,63
126,63
61,63
125,63
59,63
123,63
55,63
119,63
47,63
111,63
31,63
95,63
63,63
191,63
253,63
252,63
124,63
254,63
122,63
250,63
118,63
246,63
110,63
238,63
94,63
222,63
190,63
249,63
248,63
244,63
236,63
220,63
188,63
243,63
242,63
251,63
241,63
245,63
233,63
217,63
185,63
121,63
231,63
230,63
229,63
247,63
227,63
235,63
211,63
179,63
115,63
207,63
206,63
205,63
203,63
239,63
199,63
215,63
167,63
103,63
159,63
158,63
157,63
155,63
151,63
223,63
143,63
175,63
79,63
84,85
171,85
170,85
87,85
85,85
169,85
81,85
173,85
93,85
165,85
69,85
181,85
117,85
149,85
21,85
213,85
168,85
86,85
174,85
82,85
162,85
90,85
186,85
74,85
138,85
106,85
234,85
42,85
